Episode;AvgDrag;AvgLift;AvgRecircArea
1;-1.0977978706359863;-0.11052096635103226;1.6244771480560303
2;-0.9487408873343468;-0.2896845834298732;2.5157156043958664
3;-0.8884372307085991;-0.12682494474131323;3.304519659333229
4;-0.8773619872927666;-0.027691223082614343;3.3659331333971023
5;-0.873580310819149;0.1358883440984068;2.9927331258821486
6;-0.8721975514292717;0.0566223539126305;3.4392128814315797
7;-0.8635669342303276;0.1497790178454711;3.4230443057632445
8;-0.859902967338562;0.17400493939259787;3.4160832626342774
9;-0.8594512023925781;0.18178082999700565;3.3939643387532232
10;-0.8595499564170838;0.18058767933417752;3.3537753288316727
11;-0.8610862680387497;0.1779244861574122;3.3417620554184913
12;-0.8620829058670998;0.17920507338619907;3.268901845178604
13;-0.8610298441004753;0.17706994710751575;3.324435772294998
14;-0.8613271533298492;0.17858225271362926;3.290723324713707
